event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
17,34,17,719,292,638,t_z_132_152_1,z,0.999,0.999,-25.39755630493164,0.0,-25.39755630493164,-27.25500042879532,2.270856142631572,-46.57582473754882,-25.39755630493164,0.0012550354003906,root_z,0.5,1e+20,2.9341100000000035,1e+20,13003,18,0.023892446,0.663078561,0.6869770259999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023892446
18,37,18,718,292,639,t_z_152_132_1,z,0.998,0.998,-25.280975341796875,0.0,-25.280975341796875,-27.258501934805956,2.2670286693279174,-46.5575065612793,-25.280975341796875,0.1612796783447265,root_z,0.5,1e+20,2.9341100000000035,1e+20,13004,19,0.023584184,0.6894296469999999,0.713019508,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023584184
19,38,19,717,250,526,t_z_131_132_1,z,0.9989999999999998,0.9989999999999998,-25.415098190307617,0.0,-25.415098190307617,-27.26112903610932,2.2637728911841557,-46.54049682617188,-25.415098190307617,0.01043701171875,root_z,0.5,1e+20,2.9341100000000035,1e+20,13006,20,0.024257338,0.682385391,0.706648347,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024257338
20,41,20,714,250,527,t_z_132_131_1,z,0.998,0.998,-25.432661056518555,0.0,-25.432661056518555,-27.26734963051077,2.2614898609330765,-46.52318954467773,-25.432661056518555,0.0153732299804687,root_z,0.5,1e+20,2.9341100000000035,1e+20,13007,21,0.0237383759999999,0.627935293,0.6516790759999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0237383759999999
21,42,21,713,422,959,t_z_508_507_1,z,0.9985,0.9985,-25.39194869995117,0.0,-25.39194869995117,-27.224275209124592,2.260834925323685,-46.47715759277344,-25.39194869995117,0.0242919921875,root_z,0.5,1e+20,2.9341100000000035,1e+20,13020,23,0.0232402009999999,0.665128782,0.6883739399999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0232402009999999
22,45,22,711,637,1417,t_z_517_500_2,z,0.999,0.999,-25.420812606811523,0.0,-25.420812606811523,-27.222191634895765,2.2579043769422986,-46.461551666259766,-25.420812606811523,0.009561538696289,root_z,0.5,1e+20,2.9341100000000035,1e+20,13023,24,0.023196857,0.652427524,0.6756300499999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023196857
23,47,23,709,637,1419,t_z_517_500_3,z,0.99875,0.99875,-25.442995071411133,0.0,-25.442995071411133,-27.22826769657969,2.255928054287332,-46.45138549804688,-25.442995071411133,0.0010604858398437,root_z,0.5,1e+20,2.9341100000000035,1e+20,13024,25,0.0234165279999999,0.674719566,0.698141034,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0234165279999999
24,48,24,711,573,1283,t_z_525_524_3,z,0.999,0.999,-25.46564483642578,0.0,-25.46564483642578,-27.2424287272908,2.2518643870660497,-46.45098876953125,-25.46564483642578,0.0341148376464843,root_z,0.5,1e+20,2.9341100000000035,1e+20,13030,26,0.02328691,0.6743992279999999,0.697691574,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.02328691
25,50,25,711,605,1350,t_z_521_529_1,z,0.9985,0.9985,-25.511608123779297,0.0,-25.511608123779297,-27.248936311102117,2.249609495314371,-46.448486328125,-25.511608123779297,0.0068283081054687,root_z,0.5,1e+20,2.9341100000000035,1e+20,13033,27,0.023282304,0.5944708579999999,0.6177589479999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023282304
26,52,26,698,588,1343,t_z_529_285_1,z,0.998,0.998,-25.52301025390625,0.0,-25.52301025390625,-27.27255719575636,2.2915265643586817,-46.38176345825195,-25.52301025390625,0.0177440643310546,root_z,0.5,1e+20,2.9341100000000035,1e+20,13120,28,0.0238384739999999,0.6755377649999998,0.699382373,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0238384739999999
27,54,27,697,591,1354,t_z_521_529_3,z,0.998,0.998,-25.55744361877441,0.0,-25.55744361877441,-27.27862212510841,2.2904990067207547,-46.38009262084961,-25.55744361877441,0.035287857055664,root_z,0.5,1e+20,2.9341100000000035,1e+20,13123,29,0.023109389,0.592872472,0.615988221,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023109389
28,57,28,698,571,1301,t_z_527_189_0,z,0.999,0.999,-25.599803924560547,0.0,-25.599803924560547,-27.282315019208585,2.2860989952721456,-46.3785514831543,-25.599803924560547,0.0009670257568359,root_z,0.5,1e+20,2.9341100000000035,1e+20,13126,30,0.02336827,0.675893886,0.6992677489999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.02336827
29,58,29,699,528,1218,t_z_509_521_3,z,0.892590131524685,0.892590131524685,-25.55977439880371,0.0,-25.55977439880371,-27.278973493453258,2.250050785829945,-45.94384002685546,-25.55977439880371,0.0004253387451171,root_z,0.5,1e+20,2.9341100000000035,1e+20,13135,31,0.023955374,0.676751245,0.7007126369999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023955374
30,61,30,702,530,1219,t_z_521_509_3,z,0.9959999999999998,0.9959999999999998,-25.507776260375977,0.0,-25.507776260375977,-27.289542787774675,2.2371410044669644,-45.93684768676758,-25.507776260375977,0.1501197814941406,root_z,0.5,1e+20,2.9341100000000035,1e+20,13154,32,0.023113693,0.5960862209999999,0.619205439,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023113693
31,62,31,701,587,1335,t_z_495_285_1,z,0.999,0.999,-25.600336074829105,0.0,-25.600336074829105,-27.23944776374501,2.2364328152861037,-45.903026580810554,-25.600336074829105,0.0109710693359375,root_z,0.5,1e+20,2.9341100000000035,1e+20,13170,34,0.023810832,0.684221677,0.708038492,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023810832
32,65,32,700,352,835,t_z_496_1_3,z,0.9985,0.9985,-25.59930419921875,0.0,-25.59930419921875,-27.230033953530448,2.237466782877372,-45.89126968383789,-25.59930419921875,0.0176811218261718,root_z,0.5,1e+20,2.9341100000000035,1e+20,13170,35,0.023252194,0.59691481,0.620172292,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023252194
33,67,33,697,244,543,t_z_135_134_1,z,0.995,0.995,-25.630022048950195,0.0,-25.630022048950195,-27.240538278303323,2.2384792692576414,-45.88886260986328,-25.630022048950195,0.0007991790771484,root_z,0.5,1e+20,2.9341100000000035,1e+20,13172,36,0.024006899,0.696907008,0.720919588,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024006899
34,69,34,689,607,1405,t_z_515_230_0,z,0.999,0.999,-25.64457321166992,0.0,-25.64457321166992,-27.23869503945848,2.2413161478483,-45.88617706298828,-25.64457321166992,0.0036582946777343,root_z,0.5,1e+20,2.9341100000000035,1e+20,13175,37,0.0251636049999999,0.692200499,0.717369649,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0251636049999999
35,71,35,688,469,1101,t_z_497_94_0,z,0.927927298292703,0.927927298292703,-25.64069938659668,0.0,-25.64069938659668,-27.23363614914029,2.2428294966690308,-45.88304138183594,-25.64069938659668,0.0076045989990234,root_z,0.5,1e+20,2.9341100000000035,1e+20,13175,38,0.024937898,0.6072653839999999,0.6322091859999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024937898
36,73,36,686,524,1229,t_z_134_133_0,z,0.8743148677370985,0.8743148677370985,-25.660858154296875,0.0,-25.660858154296875,-27.24076371429265,2.2427424263497695,-45.88106918334961,-25.660858154296875,0.024545669555664,root_z,0.5,1e+20,2.9341100000000035,1e+20,13176,39,0.023989368,0.701106463,0.7251006439999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023989368
37,75,37,680,236,533,t_z_133_132_0,z,0.8652609667535138,0.8652609667535138,-25.560400009155277,0.0,-25.560400009155277,-27.253044602450203,2.2469738851999734,-45.88716506958008,-25.560400009155277,0.1392440795898437,root_z,0.5,1e+20,2.9341100000000035,1e+20,13180,40,0.024168769,0.606325831,0.63049984,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024168769
38,77,38,678,234,531,t_z_132_131_3,z,0.998,0.998,-25.71241569519043,0.0,-25.71241569519043,-27.2625438555152,2.247765429573892,-45.88925552368164,-25.71241569519043,0.0096759796142578,root_z,0.5,1e+20,2.9341100000000035,1e+20,13182,41,0.0236446639999999,0.69315767,0.716807937,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0236446639999999
39,79,39,676,241,563,t_z_137_136_3,z,0.999,0.999,-25.735008239746094,0.0,-25.735008239746094,-27.27216428271412,2.2479757109573137,-45.8907585144043,-25.735008239746094,0.017669677734375,root_z,0.5,1e+20,2.9341100000000035,1e+20,13183,42,0.0236898749999999,0.6045865719999999,0.628282224,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0236898749999999
40,81,40,680,246,541,t_z_135_134_0,z,0.8881129909530858,0.8881129909530858,-25.782455444335938,0.0,-25.782455444335938,-27.586183531144087,2.4853748336497548,-45.8062629699707,-25.782455444335938,0.0125198364257812,root_z,0.5,1e+20,2.9341100000000035,1e+20,13245,43,0.022450337,0.693289201,0.7157452939999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.022450337
41,83,41,679,551,1300,t_z_189_527_0,z,0.999,0.999,-25.797983169555664,0.0,-25.797983169555664,-27.59298287786335,2.4844993976592287,-45.80807495117188,-25.797983169555664,0.0079021453857421,root_z,0.5,1e+20,2.9341100000000035,1e+20,13246,44,0.023595372,0.6877486649999999,0.711349679,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023595372
42,85,42,680,552,1303,t_z_527_189_1,z,0.9996666666666668,0.9996666666666668,-25.804218292236328,0.0,-25.804218292236328,-27.608303608613856,2.4843450696304394,-45.81719970703125,-25.804218292236328,0.0123252868652343,root_z,0.5,1e+20,2.9341100000000035,1e+20,13255,45,0.024273751,0.7003976229999999,0.724676544,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024273751
43,87,43,680,641,1510,t_z_518_544_1,z,0.7809686772026669,0.7809686772026669,-25.82367706298828,0.0,-25.82367706298828,-27.612724710913263,2.4821290344189286,-45.81978988647461,-25.82367706298828,0.0362453460693359,root_z,0.5,1e+20,2.9341100000000035,1e+20,13257,46,0.024863709,0.6174814619999999,0.642350355,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024863709
44,89,44,679,468,1103,t_z_497_94_1,z,0.7809686772026667,0.7809686772026667,-25.87000274658203,0.0,-25.87000274658203,-27.618339903751423,2.481510202198352,-45.82295608520508,-25.87000274658203,0.0159950256347656,root_z,0.5,1e+20,2.9341100000000035,1e+20,13258,47,0.024106799,0.702710685,0.7268239349999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024106799
45,91,45,678,407,973,t_z_510_509_0,z,0.8928453668371981,0.8928453668371981,-25.89859962463379,0.0,-25.89859962463379,-27.63486503499799,2.4810402285446567,-45.83538055419922,-25.89859962463379,0.0209274291992187,root_z,0.5,1e+20,2.9341100000000035,1e+20,13259,48,0.023847085,0.7091283499999999,0.7329809659999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023847085
46,93,46,679,245,525,t_z_132_131_0,z,0.8922081847956356,0.8922081847956356,-25.93149948120117,0.0,-25.93149948120117,-27.656111856272364,2.4798702093318687,-45.850563049316406,-25.93149948120117,0.0070934295654296,root_z,0.5,1e+20,2.9341100000000035,1e+20,13264,49,0.024504661,0.7075890169999999,0.7320997329999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024504661
47,95,47,677,533,1276,t_z_524_525_0,z,0.999,0.999,-25.956239700317383,0.0,-25.956239700317383,-27.67068037148593,2.481117823192854,-45.860984802246094,-25.956239700317383,0.0295562744140625,root_z,0.5,1e+20,2.9341100000000035,1e+20,13265,50,0.0248249029999999,0.707413974,0.7322446799999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0248249029999999
48,97,48,680,538,1277,t_z_525_524_0,z,0.3339259259259258,0.3339259259259258,-25.961641311645508,0.0,-25.961641311645508,-27.67087851412156,2.469668111960232,-45.99773025512695,-25.961641311645508,0.034341812133789,root_z,0.5,1e+20,2.9341100000000035,1e+20,13276,51,0.024132658,0.6541294269999999,0.6782677809999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024132658
49,98,49,679,236,501,t_z_93_92_0,z,0.999,0.999,-25.79616355895996,0.0,-25.79616355895996,-27.646358832695,2.472131622451362,-45.98533630371094,-25.79616355895996,0.1786079406738281,root_z,0.5,1e+20,2.9341100000000035,1e+20,13297,53,0.0248496479999999,0.683431003,0.708286556,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0248496479999999
50,100,50,679,655,1556,t_z_92_524_0,z,0.999,0.999,-25.684104919433597,0.0,-25.684104919433597,-27.65640489974324,2.471546356551523,-45.99121475219727,-25.684104919433597,0.0001049041748046,root_z,0.5,1e+20,2.9341100000000035,1e+20,13301,54,0.024147712,0.6835996149999999,0.7077527679999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024147712
51,102,51,678,655,1557,t_z_524_92_0,z,0.999,0.999,-25.949920654296875,0.0,-25.949920654296875,-27.676677270624843,2.47115323737647,-46.00726318359375,-25.949920654296875,0.0348281860351562,root_z,0.5,1e+20,2.9341100000000035,1e+20,13302,55,0.0250174779999999,0.704145173,0.7291692029999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0250174779999999
52,105,52,677,302,703,t_z_305_304_1,z,0.999,0.999,-25.992189407348636,0.0,-25.992189407348636,-27.686647595471783,2.47261754409394,-46.01976013183594,-25.992189407348636,0.0324993133544921,root_z,0.5,1e+20,2.9341100000000035,1e+20,13302,56,0.024039689,0.6965249759999999,0.720570813,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024039689
53,107,53,676,245,523,t_z_121_120_3,z,0.999,0.999,-26.03323554992676,0.0,-26.03323554992676,-27.701654231054544,2.4727800733407723,-46.03362274169922,-26.03323554992676,0.0,root_z,0.5,1e+20,2.9341100000000035,1e+20,13303,57,0.024482291,0.622310735,0.646799925,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024482291
54,109,54,675,306,719,t_z_361_360_1,z,0.999,0.999,-26.04130744934082,0.0,-26.04130744934082,-27.716050872802736,2.473246785839834,-46.04745101928711,-26.04130744934082,0.0288600921630859,root_z,0.5,1e+20,2.9341100000000035,1e+20,13304,58,0.024182312,0.704989352,0.729177508,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024182312
